,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
136,A7 P5 BPI 2015,A7 P5 BPI 2015,Represent process map,Represent process map with cycle time,2022-03-17 11:24:15.966942,P5,A7,2015,Academic,Representation,A72015,"Capgemini, BTECH Division"
137,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-03-17 12:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
138,A8 P5 BPI 2015,A8 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-03-17 13:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
139,A8 P5 BPI 2015,A8 P5 BPI 2015,Group traces,Group traces depending on attributes,2022-03-17 14:24:15.966942,P5,A8,2015,Professional,Manipulation,A82015,GRADIENT ECM
140,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-03-17 15:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
141,A8 P5 BPI 2015,A8 P5 BPI 2015,Group traces,Group traces by cycle time,2022-03-17 16:24:15.966942,P5,A8,2015,Professional,Manipulation,A82015,GRADIENT ECM
142,A8 P5 BPI 2015,A8 P5 BPI 2015,Group traces,Group traces by organizational units,2022-03-17 17:24:15.966942,P5,A8,2015,Professional,Manipulation,A82015,GRADIENT ECM
143,A8 P5 BPI 2015,A8 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-03-17 18:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
144,A8 P5 BPI 2015,A8 P5 BPI 2015,Analyze cycle time depending on the events,Analyze cycle time depending on the events,2022-03-17 19:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
145,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate number of elements,Calculate number of traces,2022-03-17 20:24:15.966942,P5,A8,2015,Professional,Calculate statistics,A82015,GRADIENT ECM
146,A8 P5 BPI 2015,A8 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-03-17 21:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
147,A8 P5 BPI 2015,A8 P5 BPI 2015,Filter activities,Filter activities by frequency,2022-03-17 22:24:15.966942,P5,A8,2015,Professional,Manipulation,A82015,GRADIENT ECM
148,A8 P5 BPI 2015,A8 P5 BPI 2015,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-17 23:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
149,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate frequency,Calculate frequency of activities,2022-03-18 00:24:15.966942,P5,A8,2015,Professional,Calculate statistics,A82015,GRADIENT ECM
150,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2022-03-18 01:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
151,A8 P5 BPI 2015,A8 P5 BPI 2015,Find bottlenecks,Find organizational units as bottlenecks applying temporal performance criteria,2022-03-18 02:24:15.966942,P5,A8,2015,Professional,Analyze Time,A82015,GRADIENT ECM
152,A8 P5 BPI 2015,A8 P5 BPI 2015,Identify resources,Identify resource associated with bottlenecks,2022-03-18 03:24:15.966942,P5,A8,2015,Professional,Identification,A82015,GRADIENT ECM
153,A9 P5 BPI 2015,A9 P5 BPI 2015,Filter traces,Filter traces by activities,2022-03-18 04:24:15.966942,P5,A9,2015,Student,Manipulation,A92015,APPS(Advanced Process Performance reSearch center)
154,A9 P5 BPI 2015,A9 P5 BPI 2015,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2022-03-18 05:24:15.966942,P5,A9,2015,Student,Analyze Time,A92015,APPS(Advanced Process Performance reSearch center)
155,A9 P5 BPI 2015,A9 P5 BPI 2015,Group traces,Group traces by cycle time,2022-03-18 06:24:15.966942,P5,A9,2015,Student,Manipulation,A92015,APPS(Advanced Process Performance reSearch center)
156,A9 P5 BPI 2015,A9 P5 BPI 2015,Apply decision trees,Apply decision trees,2022-03-18 07:24:15.966942,P5,A9,2015,Student,Others,A92015,APPS(Advanced Process Performance reSearch center)
157,A9 P5 BPI 2015,A9 P5 BPI 2015,Group organizational units,Group organizational units,2022-03-18 08:24:15.966942,P5,A9,2015,Student,Manipulation,A92015,APPS(Advanced Process Performance reSearch center)
158,A9 P5 BPI 2015,A9 P5 BPI 2015,Calculate number of elements,Calculate number of traces,2022-03-18 09:24:15.966942,P5,A9,2015,Student,Calculate statistics,A92015,APPS(Advanced Process Performance reSearch center)
159,A9 P5 BPI 2015,A9 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-03-18 10:24:15.966942,P5,A9,2015,Student,Analyze Time,A92015,APPS(Advanced Process Performance reSearch center)
160,A9 P5 BPI 2015,A9 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-03-18 11:24:15.966942,P5,A9,2015,Student,Analyze Time,A92015,APPS(Advanced Process Performance reSearch center)
161,A9 P5 BPI 2015,A9 P5 BPI 2015,Find bottlenecks,Find organizational units as bottlenecks applying temporal performance criteria,2022-03-18 12:24:15.966942,P5,A9,2015,Student,Analyze Time,A92015,APPS(Advanced Process Performance reSearch center)
162,A1 P1-P2 BPI 2020,A1 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-18 13:24:15.966942,P1-P2,A1,2020,Academic,Manipulation,A12020,"Technische Universität, Berlin"
163,A1 P1-P2 BPI 2020,A1 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-03-18 14:24:15.966942,P1-P2,A1,2020,Academic,Analyze Time,A12020,"Technische Universität, Berlin"
164,A1 P1-P2 BPI 2020,A1 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-18 15:24:15.966942,P1-P2,A1,2020,Academic,Analyze Time,A12020,"Technische Universität, Berlin"
165,A1 P1-P2 BPI 2020,A1 P1-P2 BPI 2020,Filter traces,Filter traces by attributes,2022-03-18 16:24:15.966942,P1-P2,A1,2020,Academic,Manipulation,A12020,"Technische Universität, Berlin"
166,A1 P1-P2 BPI 2020,A1 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-03-18 17:24:15.966942,P1-P2,A1,2020,Academic,Analyze Time,A12020,"Technische Universität, Berlin"
167,A1 P1-P2 BPI 2020,A1 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-18 18:24:15.966942,P1-P2,A1,2020,Academic,Analyze Time,A12020,"Technische Universität, Berlin"
168,A2 P1-P2 BPI 2020,A2 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-18 19:24:15.966942,P1-P2,A2,2020,Student,Analyze Time,A22020,"Faculty of Science, Utrecht University"
169,A2 P1-P2 BPI 2020,A2 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-18 20:24:15.966942,P1-P2,A2,2020,Student,Analyze Time,A22020,"Faculty of Science, Utrecht University"
170,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-18 21:24:15.966942,P1-P2,A7,2020,Academic,Manipulation,A72020,German Research Center for Artificial Intelligence (DFKI)
171,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-03-18 22:24:15.966942,P1-P2,A7,2020,Academic,Calculate statistics,A72020,German Research Center for Artificial Intelligence (DFKI)
172,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-03-18 23:24:15.966942,P1-P2,A7,2020,Academic,Calculate statistics,A72020,German Research Center for Artificial Intelligence (DFKI)
173,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-19 00:24:15.966942,P1-P2,A7,2020,Academic,Analyze Time,A72020,German Research Center for Artificial Intelligence (DFKI)
174,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2022-03-19 01:24:15.966942,P1-P2,A7,2020,Academic,Calculate statistics,A72020,German Research Center for Artificial Intelligence (DFKI)
175,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2022-03-19 02:24:15.966942,P1-P2,A7,2020,Academic,Calculate statistics,A72020,German Research Center for Artificial Intelligence (DFKI)
176,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-19 03:24:15.966942,P1-P2,A7,2020,Academic,Analyze Time,A72020,German Research Center for Artificial Intelligence (DFKI)
177,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2022-03-19 04:24:15.966942,P1-P2,A7,2020,Academic,Calculate statistics,A72020,German Research Center for Artificial Intelligence (DFKI)
178,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-19 05:24:15.966942,P1-P2,A7,2020,Academic,Analyze Time,A72020,German Research Center for Artificial Intelligence (DFKI)
179,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Comparative of throughput,Comparative of throughput,2022-03-19 06:24:15.966942,P1-P2,A7,2020,Academic,Analyze Time,A72020,German Research Center for Artificial Intelligence (DFKI)
180,A7 P1-P2 BPI 2020,A7 P1-P2 BPI 2020,Represent scatterplot of cycle time and an attribute,Represent scatterplot of cycle time and an attribute,2022-03-19 07:24:15.966942,P1-P2,A7,2020,Academic,Representation,A72020,German Research Center for Artificial Intelligence (DFKI)
181,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-03-19 08:24:15.966942,P1-P2,A10,2020,Academic,Analyze Time,A102020,"Internal Audit Department, Rostov-on-Don"
182,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-03-19 09:24:15.966942,P1-P2,A10,2020,Academic,Representation,A102020,"Internal Audit Department, Rostov-on-Don"
183,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Represent boxplots of cycle time,Represent boxplots of cycle time,2022-03-19 10:24:15.966942,P1-P2,A10,2020,Academic,Representation,A102020,"Internal Audit Department, Rostov-on-Don"
184,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Represent density diagram of cycle time,Represent density diagram of cycle time,2022-03-19 11:24:15.966942,P1-P2,A10,2020,Academic,Representation,A102020,"Internal Audit Department, Rostov-on-Don"
185,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Filter traces,Filter traces by cycle time,2022-03-19 12:24:15.966942,P1-P2,A10,2020,Academic,Manipulation,A102020,"Internal Audit Department, Rostov-on-Don"
186,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Represent boxplots of cycle time,Represent boxplots of cycle time,2022-03-19 13:24:15.966942,P1-P2,A10,2020,Academic,Representation,A102020,"Internal Audit Department, Rostov-on-Don"
187,A10 P1-P2 BPI 2020,A10 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-19 14:24:15.966942,P1-P2,A10,2020,Academic,Analyze Time,A102020,"Internal Audit Department, Rostov-on-Don"
188,A12 P1-P2 BPI 2020,A12 P1-P2 BPI 2020,Calculate processing time,Calculate processing time,2022-03-19 15:24:15.966942,P1-P2,A12,2020,Professional,Analyze Time,A122020,Sberbank
189,A12 P1-P2 BPI 2020,A12 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-19 16:24:15.966942,P1-P2,A12,2020,Professional,Manipulation,A122020,Sberbank
190,A12 P1-P2 BPI 2020,A12 P1-P2 BPI 2020,Represent process map,Represent process map with cycle time,2022-03-19 17:24:15.966942,P1-P2,A12,2020,Professional,Representation,A122020,Sberbank
191,A12 P1-P2 BPI 2020,A12 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-19 18:24:15.966942,P1-P2,A12,2020,Professional,Analyze Time,A122020,Sberbank
192,A12 P1-P2 BPI 2020,A12 P1-P2 BPI 2020,Preprocess the traces of the logs,Preprocess the traces of the logs,2022-03-19 19:24:15.966942,P1-P2,A12,2020,Professional,Manipulation,A122020,Sberbank
193,A12 P1-P2 BPI 2020,A12 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-19 20:24:15.966942,P1-P2,A12,2020,Professional,Analyze Time,A122020,Sberbank
194,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Represent bar charts,Represent bar charts of traces,2022-03-19 21:24:15.966942,P1-P2,A13,2020,Professional,Representation,A132020,Sberbank
195,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-03-19 22:24:15.966942,P1-P2,A13,2020,Professional,Analyze Time,A132020,Sberbank
196,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Represent bar charts,Represent bar charts of traces,2022-03-19 23:24:15.966942,P1-P2,A13,2020,Professional,Representation,A132020,Sberbank
197,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Group traces,Group traces by year,2022-03-20 00:24:15.966942,P1-P2,A13,2020,Professional,Manipulation,A132020,Sberbank
198,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-20 01:24:15.966942,P1-P2,A13,2020,Professional,Manipulation,A132020,Sberbank
199,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-03-20 02:24:15.966942,P1-P2,A13,2020,Professional,Analyze Time,A132020,Sberbank
200,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-03-20 03:24:15.966942,P1-P2,A13,2020,Professional,Calculate statistics,A132020,Sberbank
201,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-03-20 04:24:15.966942,P1-P2,A13,2020,Professional,Calculate statistics,A132020,Sberbank
202,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2022-03-20 05:24:15.966942,P1-P2,A13,2020,Professional,Analyze Time,A132020,Sberbank
203,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-20 06:24:15.966942,P1-P2,A13,2020,Professional,Analyze Time,A132020,Sberbank
204,A13 P1-P2 BPI 2020,A13 P1-P2 BPI 2020,Identify specific subprocesses,Identify specific subprocesses,2022-03-20 07:24:15.966942,P1-P2,A13,2020,Professional,Identification,A132020,Sberbank
205,A18 P1-P2 BPI 2020,A18 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-20 08:24:15.966942,P1-P2,A18,2020,Academic,Manipulation,A182020,Politecnico di Milano
206,A18 P1-P2 BPI 2020,A18 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-03-20 09:24:15.966942,P1-P2,A18,2020,Academic,Calculate statistics,A182020,Politecnico di Milano
207,A18 P1-P2 BPI 2020,A18 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-03-20 10:24:15.966942,P1-P2,A18,2020,Academic,Analyze Time,A182020,Politecnico di Milano
208,A18 P1-P2 BPI 2020,A18 P1-P2 BPI 2020,Represent boxplots of cycle time,Represent boxplots of cycle time,2022-03-20 11:24:15.966942,P1-P2,A18,2020,Academic,Representation,A182020,Politecnico di Milano
209,A18 P1-P2 BPI 2020,A18 P1-P2 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2022-03-20 12:24:15.966942,P1-P2,A18,2020,Academic,Calculate statistics,A182020,Politecnico di Milano
210,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Filter traces,Filter traces by attributes,2022-03-20 13:24:15.966942,P1-P2,A25,2020,Student,Manipulation,A252020,¿?
211,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-20 14:24:15.966942,P1-P2,A25,2020,Student,Analyze Time,A252020,¿?
212,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-03-20 15:24:15.966942,P1-P2,A25,2020,Student,Representation,A252020,¿?
213,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-20 16:24:15.966942,P1-P2,A25,2020,Student,Analyze Time,A252020,¿?
214,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-03-20 17:24:15.966942,P1-P2,A25,2020,Student,Analyze Time,A252020,¿?
215,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-03-20 18:24:15.966942,P1-P2,A25,2020,Student,Representation,A252020,¿?
216,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-20 19:24:15.966942,P1-P2,A25,2020,Student,Analyze Time,A252020,¿?
217,A25 P1-P2 BPI 2020,A25 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-20 20:24:15.966942,P1-P2,A25,2020,Student,Analyze Time,A252020,¿?
218,A26 P1-P2 BPI 2020,A26 P1-P2 BPI 2020,Represent process map,Represent process map with cycle time,2022-03-20 21:24:15.966942,P1-P2,A26,2020,Professional,Representation,A262020,Sberbank
219,A26 P1-P2 BPI 2020,A26 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-20 22:24:15.966942,P1-P2,A26,2020,Professional,Manipulation,A262020,Sberbank
220,A26 P1-P2 BPI 2020,A26 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-03-20 23:24:15.966942,P1-P2,A26,2020,Professional,Analyze Time,A262020,Sberbank
221,A26 P1-P2 BPI 2020,A26 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-21 00:24:15.966942,P1-P2,A26,2020,Professional,Analyze Time,A262020,Sberbank
222,A28 P1-P2 BPI 2020,A28 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-21 01:24:15.966942,P1-P2,A28,2020,Professional,Analyze Time,A282020,Sberbank
223,A28 P1-P2 BPI 2020,A28 P1-P2 BPI 2020,Represent bar charts,Represent bar charts of cycle time,2022-03-21 02:24:15.966942,P1-P2,A28,2020,Professional,Representation,A282020,Sberbank
224,A28 P1-P2 BPI 2020,A28 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-21 03:24:15.966942,P1-P2,A28,2020,Professional,Analyze Time,A282020,Sberbank
225,A28 P1-P2 BPI 2020,A28 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-03-21 04:24:15.966942,P1-P2,A28,2020,Professional,Representation,A282020,Sberbank
226,A28 P1-P2 BPI 2020,A28 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-21 05:24:15.966942,P1-P2,A28,2020,Professional,Analyze Time,A282020,Sberbank
227,A35 P1-P2 BPI 2020,A35 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-21 06:24:15.966942,P1-P2,A35,2020,Professional,Manipulation,A352020,-
